card_number,country_code,merchant,amount,mcc
card_227,FRA,Air France-KLM,720.68,Travel
card_90,USA,Adidas,748.73,Retail
card_187,USA,Ross Stores,41.5,Retail
card_179,USA,Etsy,16.36,E-commerce
card_473,USA,Burger King,216.87,Restaurants
card_262,USA,The Home Depot,895.73,Retail
card_151,USA,AT&T,514.12,Telecom
card_442,USA,AT&T,534.45,Telecom
card_324,GBR,British Airways,205.4,Travel
card_48,USA,Bloomingdales,450.18,Retail
card_419,USA,Best Buy,534.95,Retail
card_131,USA,Saks Fifth Avenue,246.26,Retail
card_308,USA,Wayfair,17.12,E-commerce
card_309,USA,Comcast,380.4,Telecom
card_62,USA,Williams-Sonoma,24.97,Retail
card_179,USA,Booking.com,517.01,Hotels
card_221,USA,Starbucks,71.32,Restaurants
card_492,USA,Gap Inc,330.86,Retail
card_74,USA,United Airlines,223.66,Travel
card_466,USA,Uniqlo,891.07,Retail
card_491,FRA,Carrefour,182.14,Groceries
card_139,USA,Papa Johns,206.94,Restaurants
card_256,USA,Shopify,40.51,E-commerce
card_277,USA,Macys,500.95,Retail
card_496,USA,Netflix,8.91,Streaming
card_310,USA,H&M,539.42,Retail
card_195,USA,Adidas,588.91,Retail
card_129,DEU,Aldi,226.18,Groceries
card_365,DEU,Lufthansa,675.91,Travel
card_130,SGP,Singapore Airlines,234.99,Travel
card_372,USA,Charter Communications,287.36,Telecom
card_253,USA,Verizon,366.27,Telecom
card_74,USA,Expedia,986.58,Hotels
card_473,USA,CVS Health,572.92,Retail
card_49,USA,Kroger,113.27,Groceries
card_150,USA,Trader Joes,296.09,Groceries
card_156,USA,Burger King,185.67,Restaurants
card_276,JPN,Toyota,1262.41,Automotive
card_70,USA,Wayfair,9.58,E-commerce
card_248,USA,Chick-fil-A,54.33,Restaurants
card_342,USA,Comcast,249.73,Telecom
card_96,USA,TJX Companies,164.88,Retail
card_380,GBR,Tesco,64.1,Groceries
card_59,USA,Papa Johns,92.68,Restaurants
card_65,USA,Costco,60.28,Groceries
card_480,USA,American Airlines,1350.31,Travel
card_350,USA,Hilton,166.34,Hotels
card_11,USA,Ford,2670.11,Automotive
card_254,USA,Costco,129.02,Groceries
card_125,USA,Nordstrom,982.47,Retail
card_276,USA,Uber,116.48,Retail
card_406,GBR,Tesco,125.38,Groceries
card_14,USA,Lululemon,969.62,Retail
card_389,USA,Lowes,866.18,Retail
card_189,USA,ExxonMobil,168.9,Energy
card_88,USA,Booking.com,423.96,Hotels
card_275,USA,Regal Cinemas,12.69,Streaming
card_58,USA,Verizon,670.3,Telecom
card_111,DEU,Lufthansa,1397.6,Travel
card_133,USA,Five Guys,171.46,Restaurants
card_447,USA,Kroger,175.77,Groceries
card_109,USA,Expedia,455.97,Hotels
card_216,USA,Shake Shack,233.15,Restaurants
card_223,USA,Netflix,13.42,Streaming
card_242,USA,Ticketmaster,327.06,Ticketing
card_428,USA,PayPal,2184.64,Technology
card_234,USA,Pizza Hut,157.21,Restaurants
card_376,USA,Trader Joes,80.3,Groceries
card_223,USA,Lowes,119.26,Retail
card_191,USA,Bloomingdales,612.57,Retail
card_44,JPN,Toyota,1514.29,Automotive
card_477,USA,Subway,178.56,Restaurants
card_185,DEU,Aldi,54.77,Groceries
card_113,USA,Google,2457.59,Technology
card_266,USA,Uniqlo,534.93,Retail
card_429,USA,American Airlines,125.14,Travel
card_32,USA,Wendys,107.62,Restaurants
card_250,USA,Subway,48.98,Restaurants
card_194,USA,Shell,40.77,Energy
card_202,USA,Walgreens,990.01,Retail
card_168,USA,KFC,103.48,Restaurants
card_36,USA,Shell,167.68,Energy
card_160,USA,General Motors,1347.74,Automotive
card_150,USA,Uber,683.1,Retail
card_115,USA,Burger King,230.47,Restaurants
card_22,USA,Apple,3018.63,Technology
card_200,USA,American Airlines,733.79,Travel
card_120,USA,United Airlines,647.17,Travel
card_345,USA,Lowes,352.12,Retail
card_450,USA,Lululemon,929.88,Retail
card_385,USA,Macys,831.47,Retail
card_79,USA,Delta Air Lines,1449.29,Travel
card_203,USA,Amazon,10.59,E-commerce
card_315,USA,Wendys,221.95,Restaurants
card_152,USA,AMC Theatres,47.23,Streaming
card_462,USA,General Motors,988.04,Automotive
card_413,USA,IKEA,71.16,Retail
card_29,USA,Shopify,38.35,E-commerce
card_225,DEU,Lidl,176.6,Groceries
card_158,USA,General Motors,4224.96,Automotive
card_458,USA,Zara,144.07,Retail
card_104,USA,Charter Communications,796.29,Telecom
card_318,USA,Safeway,68.47,Groceries
card_140,USA,AMC Theatres,12.36,Streaming
card_89,USA,CVS Health,168.44,Retail
card_262,USA,Shake Shack,246.23,Restaurants
card_178,USA,Nordstrom,666.87,Retail
card_21,USA,Dunkin,161.69,Restaurants
card_83,USA,Dominos Pizza,114.06,Restaurants
card_497,USA,AT&T,877.81,Telecom
card_266,USA,Southwest Airlines,619.05,Travel
card_454,USA,Bloomingdales,817.52,Retail
card_287,USA,InterContinental Hotels,686.75,Hotels
card_240,USA,American Airlines,596.57,Travel
card_221,USA,General Motors,2367.13,Automotive
card_22,USA,Publix,97.4,Groceries
card_196,USA,Pizza Hut,226.81,Restaurants
card_37,GBR,British Airways,778.94,Travel
card_419,USA,The Home Depot,236.05,Retail
card_300,GBR,British Airways,1354.38,Travel
card_125,USA,Whole Foods,121.33,Groceries
card_437,USA,Shopify,29.46,E-commerce
card_466,USA,General Motors,4541.71,Automotive
card_439,USA,AMC Theatres,33.09,Streaming
card_296,USA,Tesla,672.8,Automotive
card_379,USA,Panera Bread,282.55,Restaurants
card_105,FRA,Carrefour,192.04,Groceries
card_121,USA,AMC Theatres,20.07,Streaming
card_24,USA,Taco Bell,50.39,Restaurants
card_343,USA,Amazon,40.73,E-commerce
card_56,USA,Ticketmaster,621.97,Ticketing
card_280,USA,Kohls,535.79,Retail
card_189,USA,IKEA,894.42,Retail
card_6,USA,Best Buy,789.65,Retail
card_311,USA,Ford,843.21,Automotive
card_228,USA,TJX Companies,315.16,Retail
card_320,DEU,Lidl,82.06,Groceries
card_268,USA,Best Buy,745.23,Retail
card_414,USA,Uniqlo,38.36,Retail
card_362,USA,CVS Health,572.04,Retail
card_455,USA,Panera Bread,231.11,Restaurants
card_31,USA,Disney,44.45,Streaming
card_441,USA,InterContinental Hotels,546.02,Hotels
card_245,HKG,Cathay Pacific,1240.82,Travel
card_43,USA,Papa Johns,42.08,Restaurants
card_132,USA,Universal Parks,43.09,Streaming
card_392,USA,T-Mobile,131.85,Telecom
card_32,USA,American Airlines,626.07,Travel
card_269,USA,United Airlines,1206.08,Travel
card_55,GBR,British Airways,267.38,Travel
card_430,USA,Lululemon,233.11,Retail
card_285,USA,Lululemon,723.64,Retail
card_249,USA,AMC Theatres,37.4,Streaming
card_260,USA,Lululemon,642.94,Retail
card_379,USA,IKEA,695.48,Retail
card_2,HKG,Cathay Pacific,836.95,Travel
card_346,ARE,Emirates,415.11,Travel
card_409,USA,Uber,348.97,Retail
card_371,USA,Walgreens,185.69,Retail
card_289,USA,Ross Stores,908.91,Retail
card_427,USA,AT&T,585.47,Telecom
card_469,USA,Netflix,23.04,Streaming
card_368,USA,Neiman Marcus,464.7,Retail
card_450,USA,PayPal,4741.69,Technology
card_19,USA,Uber,157.58,Retail
card_330,FRA,Carrefour,180.01,Groceries
card_448,USA,H&M,508.36,Retail
card_86,USA,General Motors,3096.13,Automotive
card_462,USA,Dunkin,15.25,Restaurants
card_223,USA,Uber,872.76,Retail
card_237,USA,Comcast,932.46,Telecom
card_215,DEU,Lidl,173.89,Groceries
card_40,USA,PayPal,3513.59,Technology
card_306,USA,Chipotle,277.52,Restaurants
card_465,USA,The Home Depot,708.7,Retail
card_20,USA,Walgreens,156.78,Retail
card_393,USA,Five Guys,177.12,Restaurants
card_246,USA,Chick-fil-A,185.95,Restaurants
card_418,USA,Costco,133.0,Groceries
card_278,JPN,Toyota,3708.58,Automotive
card_472,USA,Netflix,47.05,Streaming
card_54,USA,eBay,46.65,E-commerce
card_318,USA,Southwest Airlines,703.72,Travel
card_146,USA,Starbucks,42.84,Restaurants
card_61,FRA,Air France-KLM,1478.02,Travel
card_151,USA,Papa Johns,253.28,Restaurants
card_458,USA,eBay,10.61,E-commerce
card_224,USA,Lowes,921.24,Retail
card_162,USA,Lululemon,870.55,Retail
card_276,USA,Delta Air Lines,802.32,Travel
card_463,USA,AMC Theatres,31.61,Streaming
card_478,USA,Best Buy,402.01,Retail
card_141,USA,Papa Johns,25.88,Restaurants
card_461,GBR,Tesco,107.21,Groceries
card_264,USA,Spotify,41.13,Streaming
card_228,ARE,Emirates,56.72,Travel
card_16,USA,Neiman Marcus,336.83,Retail
card_261,USA,Uber,401.18,Retail
card_440,USA,Chick-fil-A,165.84,Restaurants
card_252,USA,Ross Stores,920.26,Retail
card_64,USA,Publix,110.44,Groceries
card_366,USA,Nike,350.22,Retail
card_384,USA,Uniqlo,738.81,Retail
card_119,USA,Safeway,141.14,Groceries
card_48,USA,Hyatt,375.68,Hotels
card_332,USA,Pizza Hut,141.21,Restaurants
card_463,USA,Bed Bath & Beyond,145.15,Retail
card_146,USA,Zara,180.51,Retail
card_87,USA,Adidas,500.88,Retail
card_460,USA,Five Guys,131.49,Restaurants
card_191,USA,Shopify,46.17,E-commerce
card_138,USA,Wayfair,21.31,E-commerce
card_424,USA,Verizon,582.69,Telecom
card_497,USA,Best Buy,634.1,Retail
card_185,USA,General Motors,164.16,Automotive
card_385,USA,Microsoft,3351.33,Technology
card_393,FRA,Air France-KLM,308.15,Travel
card_497,USA,Kroger,288.71,Groceries
card_61,USA,Saks Fifth Avenue,152.92,Retail
card_213,USA,Wendys,130.24,Restaurants
card_89,USA,Tesla,518.21,Automotive
card_429,GBR,BP,199.47,Energy
card_379,USA,Regal Cinemas,27.6,Streaming
card_198,DEU,Aldi,182.66,Groceries
card_469,USA,General Motors,428.67,Automotive
card_172,USA,Chevron,157.49,Energy
card_434,DEU,Aldi,70.87,Groceries
card_124,USA,Apple,4500.47,Technology
card_10,USA,Shell,64.87,Energy
card_167,GBR,BP,62.42,Energy
card_391,GBR,Tesco,20.6,Groceries
card_97,USA,Dunkin,146.9,Restaurants
card_458,USA,Gap Inc,567.02,Retail
card_493,USA,Burger King,29.06,Restaurants
card_240,SGP,Singapore Airlines,1174.52,Travel
card_422,FRA,Air France-KLM,707.27,Travel
card_144,USA,Marriott International,810.37,Hotels
card_28,USA,Delta Air Lines,689.11,Travel
card_52,SGP,Singapore Airlines,631.11,Travel
card_343,USA,Burger King,172.3,Restaurants
card_268,USA,Bed Bath & Beyond,159.46,Retail
card_65,USA,T-Mobile,186.02,Telecom
card_16,ARE,Emirates,1299.59,Travel
card_2,FRA,Air France-KLM,1421.87,Travel
card_280,USA,Subway,118.26,Restaurants
card_51,USA,KFC,88.52,Restaurants
card_31,USA,Trader Joes,196.76,Groceries
card_133,USA,TJX Companies,411.69,Retail
card_14,FRA,Carrefour,17.36,Groceries
card_496,USA,Walgreens,160.37,Retail
card_199,USA,Best Buy,717.39,Retail
card_282,USA,Expedia,1005.44,Hotels
card_311,USA,Comcast,31.96,Telecom
card_303,USA,Walmart,74.37,Groceries
card_442,USA,Etsy,15.4,E-commerce
card_447,USA,Marriott International,1024.24,Hotels
card_194,GBR,British Airways,78.58,Travel
card_402,USA,Walmart,40.19,Groceries
card_396,USA,Airbnb,1209.88,Hotels
card_133,HKG,Cathay Pacific,308.89,Travel
card_445,USA,Trader Joes,199.3,Groceries
card_156,USA,Expedia,395.37,Hotels
card_377,USA,Lowes,103.94,Retail
card_291,USA,AT&T,246.96,Telecom
card_81,USA,Starbucks,219.46,Restaurants
card_338,USA,KFC,258.15,Restaurants
card_276,USA,United Airlines,1253.82,Travel
card_197,DEU,Lufthansa,625.92,Travel
card_365,USA,Comcast,669.74,Telecom
card_75,USA,Booking.com,347.23,Hotels
card_187,USA,McDonalds,95.01,Restaurants
card_85,USA,Comcast,896.85,Telecom
card_426,USA,Chevron,32.21,Energy
card_490,USA,Microsoft,518.99,Technology
card_399,USA,Nike,211.85,Retail
card_152,USA,Macys,31.4,Retail
card_203,USA,CVS Health,185.53,Retail
card_92,GBR,British Airways,895.41,Travel
card_13,DEU,Lidl,132.21,Groceries
card_81,USA,Tesla,4474.09,Automotive
card_27,USA,Zara,818.36,Retail
card_323,USA,Amazon,20.38,E-commerce
card_150,GBR,British Airways,426.16,Travel
card_420,USA,AT&T,382.79,Telecom
card_189,USA,InterContinental Hotels,905.93,Hotels
card_178,USA,Burger King,87.74,Restaurants
card_283,USA,Kohls,626.03,Retail
card_294,USA,Wayfair,23.42,E-commerce
card_272,USA,Chipotle,170.09,Restaurants
card_121,USA,Gap Inc,438.95,Retail
card_271,USA,Spotify,18.25,Streaming
card_483,USA,United Airlines,1425.26,Travel
card_318,USA,Williams-Sonoma,764.79,Retail
card_398,USA,T-Mobile,144.41,Telecom
card_93,HKG,Cathay Pacific,1309.28,Travel
card_247,USA,Walmart,151.36,Groceries
card_351,ARE,Emirates,1347.1,Travel
card_152,USA,Walmart,241.96,Groceries
card_48,USA,Hyatt,666.56,Hotels
card_134,USA,Chevron,33.82,Energy
card_459,DEU,Lufthansa,439.58,Travel
card_437,USA,Netflix,29.37,Streaming
card_487,USA,Kohls,635.31,Retail
card_464,USA,Adidas,261.6,Retail
card_77,USA,Amazon,11.27,E-commerce
card_30,USA,Burger King,252.13,Restaurants
card_185,JPN,Toyota,4923.57,Automotive
card_434,USA,General Motors,2675.88,Automotive
card_125,DEU,Lidl,59.79,Groceries
card_165,USA,Macys,275.95,Retail
card_215,USA,Delta Air Lines,76.67,Travel
card_23,USA,Ford,4580.06,Automotive
card_243,USA,The Home Depot,122.16,Retail
card_398,USA,American Airlines,885.95,Travel
card_345,USA,Uniqlo,277.68,Retail
card_460,USA,Universal Parks,29.94,Streaming
card_234,ARE,Emirates,994.56,Travel
card_148,USA,Nordstrom,830.59,Retail
card_218,USA,Shopify,14.29,E-commerce
card_430,USA,PayPal,153.88,Technology
card_326,USA,Nordstrom,141.2,Retail
card_350,USA,Five Guys,271.01,Restaurants
card_100,DEU,Aldi,263.43,Groceries
card_241,USA,Hyatt,916.25,Hotels
card_387,USA,Nordstrom,602.51,Retail
card_276,USA,Verizon,666.71,Telecom
card_327,USA,Hilton,304.29,Hotels
card_265,USA,Universal Parks,46.15,Streaming
card_433,USA,Williams-Sonoma,421.68,Retail
card_104,USA,Adidas,386.22,Retail
card_6,USA,InterContinental Hotels,802.43,Hotels
card_442,HKG,Cathay Pacific,118.1,Travel
card_388,USA,Regal Cinemas,12.48,Streaming
card_125,USA,T-Mobile,739.34,Telecom
card_102,DEU,Aldi,34.01,Groceries
card_183,USA,Etsy,32.14,E-commerce
card_106,USA,Trader Joes,81.15,Groceries
card_191,USA,Best Buy,392.35,Retail
card_71,USA,Bloomingdales,292.25,Retail
card_250,USA,Neiman Marcus,358.89,Retail
card_299,USA,Ford,3623.32,Automotive
card_45,USA,Comcast,300.64,Telecom
card_217,USA,Subway,174.26,Restaurants
card_485,USA,Dominos Pizza,148.05,Restaurants
card_235,USA,Dunkin,202.46,Restaurants
card_489,USA,AT&T,937.15,Telecom
card_489,USA,Wendys,222.45,Restaurants
card_80,USA,Microsoft,1153.21,Technology
card_413,USA,Booking.com,95.22,Hotels
card_105,USA,Ross Stores,265.95,Retail
card_480,USA,AT&T,597.1,Telecom
card_345,USA,eBay,7.31,E-commerce
card_55,ARE,Emirates,769.73,Travel
card_129,USA,Shake Shack,183.08,Restaurants
card_168,USA,Disney,20.04,Streaming
card_88,USA,Tesla,3877.47,Automotive
card_256,USA,AMC Theatres,9.8,Streaming
card_427,DEU,Lufthansa,158.95,Travel
card_497,USA,Bloomingdales,729.55,Retail
card_108,FRA,Air France-KLM,768.46,Travel
card_296,USA,Publix,209.64,Groceries
card_448,USA,Target,136.1,Groceries
card_106,USA,Southwest Airlines,407.28,Travel
card_74,HKG,Cathay Pacific,1237.7,Travel
card_100,USA,Williams-Sonoma,800.42,Retail
card_373,DEU,Lidl,211.46,Groceries
card_78,USA,Shopify,17.25,E-commerce
card_19,USA,Williams-Sonoma,592.28,Retail
card_110,USA,Whole Foods,114.68,Groceries
card_498,USA,Bed Bath & Beyond,96.12,Retail
card_346,USA,Chipotle,276.02,Restaurants
card_340,USA,Marriott International,248.39,Hotels
card_400,USA,Lowes,950.49,Retail
card_434,USA,Wendys,139.34,Restaurants
card_422,USA,The Home Depot,189.21,Retail
card_336,JPN,Toyota,2755.31,Automotive
card_109,USA,Airbnb,1315.77,Hotels
card_52,FRA,Air France-KLM,1111.73,Travel
card_332,FRA,Air France-KLM,1219.51,Travel
card_342,DEU,Aldi,201.05,Groceries
card_391,DEU,Lufthansa,1053.8,Travel
card_456,USA,AT&T,849.95,Telecom
card_481,HKG,Cathay Pacific,412.02,Travel
card_229,USA,Chick-fil-A,151.93,Restaurants
card_159,USA,T-Mobile,225.1,Telecom
card_238,USA,Uber,987.73,Retail
card_221,USA,Marriott International,1418.89,Hotels
card_297,USA,Chipotle,21.43,Restaurants
card_196,USA,Burger King,214.62,Restaurants
card_257,USA,Costco,278.32,Groceries
card_35,USA,Papa Johns,62.37,Restaurants
card_264,USA,InterContinental Hotels,873.52,Hotels
card_194,USA,Bed Bath & Beyond,915.91,Retail
card_79,USA,The Home Depot,38.78,Retail
card_217,USA,Wayfair,36.38,E-commerce
card_75,USA,Disney,18.38,Streaming
card_268,GBR,Tesco,278.07,Groceries
card_209,USA,Uniqlo,971.2,Retail
card_289,USA,Whole Foods,283.84,Groceries
card_426,USA,Panera Bread,147.52,Restaurants
card_20,USA,Disney,43.79,Streaming
card_61,USA,eBay,43.0,E-commerce
card_54,USA,Chevron,84.25,Energy
card_481,USA,Shell,170.92,Energy
card_479,USA,Saks Fifth Avenue,41.82,Retail
card_325,USA,Whole Foods,182.92,Groceries
card_182,HKG,Cathay Pacific,383.51,Travel
card_377,USA,Bloomingdales,124.96,Retail
card_458,USA,Amazon,8.46,E-commerce
card_101,USA,Hilton,1059.62,Hotels
card_338,USA,United Airlines,542.82,Travel
card_293,USA,Chipotle,220.18,Restaurants
card_404,USA,ExxonMobil,41.11,Energy
card_412,USA,Kohls,318.71,Retail
card_412,USA,Nordstrom,541.79,Retail
card_443,FRA,Air France-KLM,1196.55,Travel
card_399,USA,PayPal,1661.89,Technology
card_253,USA,Dominos Pizza,191.51,Restaurants
card_168,USA,General Motors,4441.29,Automotive
card_48,USA,Bed Bath & Beyond,617.78,Retail
card_184,USA,Panera Bread,77.56,Restaurants
card_204,USA,Trader Joes,17.08,Groceries
card_152,USA,General Motors,4363.48,Automotive
card_82,USA,Ticketmaster,26.16,Ticketing
card_345,GBR,British Airways,1318.32,Travel
card_380,USA,Zara,531.29,Retail
card_386,USA,Walgreens,939.37,Retail
card_390,USA,ExxonMobil,165.79,Energy
card_203,USA,Walmart,299.4,Groceries
card_269,USA,Ticketmaster,353.96,Ticketing
card_400,USA,Panera Bread,232.48,Restaurants
card_375,GBR,British Airways,632.8,Travel
card_355,USA,Netflix,26.59,Streaming
card_266,USA,PayPal,3174.78,Technology
card_117,USA,Dominos Pizza,263.37,Restaurants
card_472,USA,Uniqlo,984.16,Retail
card_2,USA,Publix,232.8,Groceries
card_297,USA,American Airlines,655.76,Travel
card_239,USA,Wendys,132.19,Restaurants
card_76,USA,The Home Depot,738.89,Retail
card_409,USA,AT&T,242.58,Telecom
card_152,USA,KFC,42.04,Restaurants
card_231,DEU,Aldi,112.84,Groceries
card_89,USA,Lululemon,290.8,Retail
card_321,USA,eBay,18.33,E-commerce
card_296,USA,Kroger,77.75,Groceries
card_142,USA,Dunkin,22.21,Restaurants
card_357,USA,Trader Joes,15.18,Groceries
card_347,DEU,Lidl,296.44,Groceries
card_128,USA,Dunkin,134.05,Restaurants
card_93,USA,eBay,22.29,E-commerce
card_404,GBR,BP,145.54,Energy
card_454,USA,Chevron,67.1,Energy
card_465,USA,Safeway,285.49,Groceries
card_412,USA,Chipotle,238.04,Restaurants
card_389,USA,The Home Depot,93.96,Retail
card_2,USA,Neiman Marcus,420.49,Retail
card_99,USA,Nordstrom,879.72,Retail
card_138,USA,Publix,283.97,Groceries
card_55,USA,Chick-fil-A,145.55,Restaurants
card_283,USA,Ford,3105.72,Automotive
card_135,USA,Nordstrom,171.2,Retail
card_296,GBR,British Airways,1487.19,Travel
card_429,USA,Tesla,1235.19,Automotive
card_394,USA,Google,4719.39,Technology
card_260,USA,Burger King,198.4,Restaurants
card_141,USA,AT&T,609.7,Telecom
card_448,USA,Disney,28.07,Streaming
card_398,USA,Nordstrom,234.52,Retail
card_367,USA,Lowes,180.65,Retail
card_446,USA,Walgreens,224.38,Retail
card_367,USA,Costco,64.07,Groceries
card_63,USA,Apple,3919.96,Technology
card_57,USA,Bloomingdales,353.37,Retail
card_338,USA,ExxonMobil,39.83,Energy
card_231,USA,Target,291.04,Groceries
card_441,USA,Neiman Marcus,884.37,Retail
card_221,USA,Nike,928.11,Retail
card_216,USA,Panera Bread,298.52,Restaurants
card_128,FRA,Air France-KLM,302.15,Travel
card_73,USA,Comcast,399.26,Telecom
card_264,JPN,Toyota,3815.37,Automotive
card_448,FRA,Air France-KLM,1059.23,Travel
card_488,USA,Dunkin,54.63,Restaurants
card_427,USA,Zara,816.75,Retail
card_286,USA,Five Guys,75.09,Restaurants
card_236,USA,Kroger,74.91,Groceries
card_365,USA,Tesla,2731.17,Automotive
card_315,USA,Best Buy,594.98,Retail
card_493,USA,Saks Fifth Avenue,582.19,Retail
card_482,USA,Walgreens,96.03,Retail
card_365,USA,Gap Inc,878.07,Retail
card_189,USA,Walgreens,269.27,Retail
card_337,USA,Panera Bread,47.56,Restaurants
card_242,USA,Expedia,1338.68,Hotels
card_189,USA,Publix,287.14,Groceries
card_70,USA,Tesla,4324.43,Automotive
card_414,USA,IKEA,810.47,Retail
card_398,USA,American Airlines,1000.1,Travel
card_233,USA,Papa Johns,169.75,Restaurants
card_458,USA,Tesla,526.24,Automotive
card_426,USA,eBay,23.38,E-commerce
card_423,USA,Target,118.08,Groceries
card_435,USA,Walgreens,263.46,Retail
card_328,HKG,Cathay Pacific,1098.96,Travel
card_221,USA,Booking.com,769.02,Hotels
card_256,USA,Booking.com,167.52,Hotels
card_242,USA,Burger King,73.85,Restaurants
card_13,USA,United Airlines,1040.73,Travel
card_306,USA,Regal Cinemas,8.43,Streaming
card_490,USA,Dunkin,256.85,Restaurants
card_227,USA,Microsoft,2526.22,Technology
card_62,USA,Ford,2454.87,Automotive
card_316,USA,InterContinental Hotels,908.99,Hotels
card_5,USA,Dominos Pizza,249.16,Restaurants
card_473,USA,Neiman Marcus,351.07,Retail
card_160,USA,Bed Bath & Beyond,679.63,Retail
card_298,USA,Pizza Hut,174.06,Restaurants
card_297,USA,Ticketmaster,270.69,Ticketing
card_47,USA,IKEA,879.24,Retail
card_384,USA,Universal Parks,40.88,Streaming
card_269,USA,Gap Inc,660.16,Retail
card_129,USA,Walmart,256.67,Groceries
card_91,USA,Nike,867.96,Retail
card_468,JPN,Toyota,3570.98,Automotive
card_354,USA,Universal Parks,42.67,Streaming
card_251,USA,United Airlines,1061.33,Travel
card_472,USA,Dominos Pizza,207.24,Restaurants
card_300,USA,Delta Air Lines,946.99,Travel
card_16,USA,Bloomingdales,753.95,Retail
card_387,USA,CVS Health,162.81,Retail
card_54,USA,ExxonMobil,179.75,Energy
